id,site,platform,url,formFactor,condition,runIdx,score,fcp,lcp,tbt,cls,si,tti,bytes,requests,ttfb,mainDocBytes,platformBytes,platformReqs,lhDurationMs,timestamp,error
livingproof_desktop_baseline_1,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,1,0.81,555.4015,2294.654,0,0.014395000000000002,2845.3672778436567,2323.0311,48557694,449,7.423000000000002,61886,529452,128,21852,2026-05-21T20:09:40.000Z,
livingproof_desktop_blocked_1,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,1,0.88,571.403,1668.8289999999997,7,0.020731,2376.174983428328,2144.568,59183762,302,7.7780000000000005,61904,0,3,27094,2026-05-21T20:10:07.104Z,
livingproof_desktop_baseline_2,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,2,0.8,571.911,2415.9785,0,0.020731,2945.965744715246,2444.72065,22153222,442,6.832000000000001,61871,533925,129,23286,2026-05-21T20:10:30.399Z,
livingproof_desktop_blocked_2,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,2,0.83,574.4559999999999,2154.004,0,0.020731,2622.2282625114867,2180.9143,25422813,304,7.052000000000001,61865,0,3,20624,2026-05-21T20:10:51.033Z,
livingproof_desktop_baseline_3,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,3,0.87,548.5260000000001,1059.428,3,0.129484,2869.487187234514,2267.2780000000002,56425038,446,7.420999999999999,61871,529451,128,23390,2026-05-21T20:11:14.493Z,
livingproof_desktop_blocked_3,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,3,0.92,564.0425,1060.7745,3,0.020731,2601.3748935774806,3915.279700000001,34470784,302,7.974999999999998,61840,0,3,25650,2026-05-21T20:11:40.155Z,
livingproof_desktop_baseline_4,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,4,0.86,557.7,1759.5564999999997,2,0.020196,2914.0988783502135,2223.5565000000006,82729730,443,6.962,61886,529486,128,24423,2026-05-21T20:12:04.644Z,
livingproof_desktop_blocked_4,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,4,0.85,574.931,1904.2055,10.5,0.020196,2686.6405526998224,1952.9320000000002,54263139,306,7.299999999999997,61889,0,3,22844,2026-05-21T20:12:27.536Z,
livingproof_desktop_baseline_5,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,5,0.83,556.5264999999999,2073.3615,0,0.020196,2873.341182193376,2111.77415,44845705,443,7.736000000000002,61834,529220,128,21719,2026-05-21T20:12:49.278Z,
livingproof_desktop_blocked_5,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,5,0.86,555.769,1898.9465,6,0.014395000000000002,2513.4549059441833,1955.4895000000001,74058307,304,7.316000000000001,61834,0,3,21404,2026-05-21T20:13:10.716Z,
livingproof_desktop_baseline_6,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,6,0.86,609.878,1690.7984999999999,0,0.020731,2955.7358784408552,1724.12205,26173467,447,6.377000000000001,61831,529353,128,23606,2026-05-21T20:13:34.334Z,
livingproof_desktop_blocked_6,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,6,0.86,571.9855,1851.087,0,0.020196,2514.6849967764783,1884.237,47254756,307,7.096,61862,0,3,26898,2026-05-21T20:14:01.241Z,
livingproof_desktop_baseline_7,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,7,0.84,563.405,1521.181,0.5,0.127363,2680.519614378378,1924.1310000000003,56854156,446,6.7620000000000005,61864,529496,128,23557,2026-05-21T20:14:24.807Z,
livingproof_desktop_blocked_7,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,7,0.88,566.263,1693.5210000000002,11.5,0.020271,2531.8525453066445,4095.204400000001,44683094,303,9.824,61877,0,3,21485,2026-05-21T20:14:46.341Z,
livingproof_desktop_baseline_8,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,8,0.87,546.453,1680.3775,3.5,0.021194,2680.6300423269486,2165.3775000000005,76683777,443,6.366,61853,529231,128,24189,2026-05-21T20:15:10.597Z,
livingproof_desktop_blocked_8,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,8,0.86,560.4045,1887.0750000000003,25.5,0.014395000000000002,2580.0006268656084,4094.3478000000005,62011840,308,7.092999999999998,61849,0,3,20559,2026-05-21T20:15:31.166Z,
livingproof_desktop_baseline_9,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,9,0.81,563.9390000000001,1830.449,4.499999999999773,0.129484,2788.7807504087104,2354.4489999999996,48469287,452,7.937999999999999,61870,529196,128,23699,2026-05-21T20:15:54.874Z,
livingproof_desktop_blocked_9,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,9,0.85,597.233,1488.1209999999999,2,0.129484,2483.8459348979827,2148.6210000000005,56438340,308,7.159000000000001,61850,0,3,26685,2026-05-21T20:16:21.569Z,
livingproof_desktop_baseline_10,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,baseline,10,0.88,550.9135,1515.0710000000001,15.000000000000114,0.014395000000000002,2894.9670800221047,2275.0710000000004,70180797,449,6.521000000000001,61832,529511,128,24381,2026-05-21T20:16:45.959Z,
livingproof_desktop_blocked_10,livingproof,Klaviyo+Yotpo,https://www.livingproof.com,desktop,blocked,10,0.91,576.5295,1142.8619999999999,6,0.014395000000000002,2621.1335389005735,2104.862,61405285,309,6.8679999999999986,61888,0,3,24181,2026-05-21T20:17:10.151Z,
jennikayne_mobile_baseline_1,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,1,0.35,3548.8225,17155.863999999994,1228.4999999999964,0,12310.149143216959,36939.128975,8336221,309,52.848,85972,117282,5,56880,2026-05-21T20:18:07.040Z,
jennikayne_mobile_blocked_1,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,1,0.34,4111.022500000001,18366.31299999999,1289,0,9915.723349113083,37272.55034399998,8248771,491,42.581999999999994,0,0,5,56638,2026-05-21T20:19:03.695Z,
jennikayne_mobile_baseline_2,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,2,0.34,3506.4245000000005,17559.830500000004,1312.4999999999964,0,13788.303972179106,39325.47120899999,8353922,310,104.21000000000001,86115,117270,5,57102,2026-05-21T20:20:00.846Z,
jennikayne_mobile_blocked_2,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,2,0.34,3521.3263,16717.774500000007,1340.4999999999982,0,13385.609083748614,36249.65466324999,8030649,309,10.378,86509,0,5,57197,2026-05-21T20:20:58.058Z,
jennikayne_mobile_baseline_3,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,3,0.32,4205.811,18388.589999999997,1317.5,0,14039.187654806503,39184.44437500001,8354725,309,8.288999999999998,86090,117260,5,62823,2026-05-21T20:22:00.926Z,
jennikayne_mobile_blocked_3,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,3,0.32,4247.720499999999,18558.186499999996,1394.4999999999982,0,11615.388803150243,38536.528976,8224383,305,10.610000000000001,86219,0,5,57334,2026-05-21T20:22:58.313Z,
jennikayne_mobile_baseline_4,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,4,0.34,3492.0430000000006,17051.78549999999,1405.4999999999927,0,12495.344532017005,37241.58974999996,8174453,309,14.61,86214,117247,5,57529,2026-05-21T20:23:55.881Z,
jennikayne_mobile_blocked_4,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,4,0.34,3746.016,17442.116,1282.5000000000018,0,11019.133324848019,38492.56812499999,8213882,312,9.123,86307,0,5,57293,2026-05-21T20:24:53.216Z,
jennikayne_mobile_baseline_5,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,5,0.34,3533.2245000000007,17231.66449999999,1407,0,12046.379700212092,39541.88061200002,8353242,308,9.434000000000001,86381,117268,5,57281,2026-05-21T20:25:50.539Z,
jennikayne_mobile_blocked_5,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,5,0.33,3671.652,17202.76849999999,1403,0,13278.197680464782,38696.608017999984,8237593,309,7.122999999999999,86240,0,5,57182,2026-05-21T20:26:47.742Z,
jennikayne_mobile_baseline_6,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,6,0.31,3482.9655000000002,17082.16199999999,1955.0000000000018,0,12163.989360842648,39843.347436000004,8366891,342,9.481000000000002,86499,117252,5,26121,2026-05-21T20:27:13.940Z,
jennikayne_mobile_blocked_6,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,6,0.35,3485.867499999999,17565.4435,1250.4999999999982,0,11630.678633136904,35869.289913,8030805,310,15.920000000000005,86354,0,5,57305,2026-05-21T20:28:11.283Z,
jennikayne_mobile_baseline_7,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,7,0.33,4188.4927,18763.971100000013,1256.5,0,11897.857862659775,35939.36233999999,8148032,309,8.850000000000001,86376,117249,5,57270,2026-05-21T20:29:08.601Z,
jennikayne_mobile_blocked_7,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,7,0.34,3515.3675,17008.36200000001,1344.5000000000036,0,12541.099398461636,39401.41462600001,8262633,309,9.479999999999999,86557,0,5,56967,2026-05-21T20:30:05.611Z,
jennikayne_mobile_baseline_8,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,8,0.32,3946.371,17837.417500000018,1514.5,0,10362.278769863797,37493.810582000006,8380221,466,38.035000000000004,0,117268,5,56461,2026-05-21T20:31:02.120Z,
jennikayne_mobile_blocked_8,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,8,0.34,3559.8878000000004,16891.128199999992,1286.5000000000018,0,13684.226162215386,37401.55916499999,8005296,308,9.029,86637,0,5,57367,2026-05-21T20:31:59.506Z,
jennikayne_mobile_baseline_9,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,9,0.34,3638.3520000000008,17113.74099999999,1433,0,10038.601583929374,37430.84079999999,8174224,307,8.697999999999999,86394,117271,5,58219,2026-05-21T20:32:57.746Z,
jennikayne_mobile_blocked_9,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,9,0.33,3908.1945000000005,18184.0685,1322.4999999999964,0,10558.603896705503,36989.0934,8034145,310,9.897,86359,0,5,57037,2026-05-21T20:33:54.840Z,
jennikayne_mobile_baseline_10,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,baseline,10,0.33,4052.8694,19397.58939999999,1318.5,0,12740.570681854893,35834.53798999998,8148520,309,6.600000000000001,86458,117247,5,63173,2026-05-21T20:34:58.029Z,
jennikayne_mobile_blocked_10,jennikayne,Attentive+Klaviyo,https://jennikayne.com,mobile,blocked,10,0.33,3644.1175000000003,16418.815499999993,1428,0,11090.614450717505,36613.391949999976,8240347,309,42.141000000000005,86338,0,5,57069,2026-05-21T20:35:55.113Z,
jennikayne_desktop_baseline_1,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,1,0.75,995.5317500000001,3507.2285,47.5,0,2279.2830604882397,5961.846249999999,7254271,309,40.721000000000004,86275,117264,5,58767,2026-05-21T20:36:53.924Z,
jennikayne_desktop_blocked_1,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,1,0.76,1001.4834999999999,3158.2569999999996,50,0,2249.8363325321975,5968.353349999999,7114683,309,81.47500000000001,86210,0,5,57951,2026-05-21T20:37:51.918Z,
jennikayne_desktop_baseline_2,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,2,0.74,1027.5639999999999,3257.245499999999,52,0,2600.1988857038896,6029.998899999999,7253949,308,8.585,86567,117268,5,58227,2026-05-21T20:38:50.166Z,
jennikayne_desktop_blocked_2,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,2,0.75,1035.118,3241.6780000000003,41,0,2363.5111797323693,6111.329599999997,7130851,309,8.781,86264,0,5,57904,2026-05-21T20:39:48.088Z,
jennikayne_desktop_baseline_3,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,3,0.74,1085.1717999999998,3338.5417,98,0,2351.5916172045922,6962.0437600000005,7048779,310,9.149000000000004,86329,117224,5,57834,2026-05-21T20:40:45.936Z,
jennikayne_desktop_blocked_3,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,3,0.75,940.3098999999997,3103.205899999999,57.5,0,2715.894235730372,5925.52265,6938734,349,6.147999999999998,86255,0,5,57199,2026-05-21T20:41:43.184Z,
jennikayne_desktop_baseline_4,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,4,0.73,1083.0363499999999,3627.7552000000005,4,0,2433.9236930186053,5902.61766,7047564,308,9.764000000000001,86436,117267,5,57273,2026-05-21T20:42:40.470Z,
jennikayne_desktop_blocked_4,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,4,0.74,1153.6855000000003,3412.0385000000006,8,0,2397.974077922133,6073.587799999999,7191810,467,70.864,0,0,5,61195,2026-05-21T20:43:41.681Z,
jennikayne_desktop_baseline_5,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,5,0.74,1052.7333999999996,3461.5299999999997,5.5,0,2515.1418941602974,6011.69966,7041653,310,88.756,86408,117266,5,57221,2026-05-21T20:44:38.948Z,
jennikayne_desktop_blocked_5,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,5,0.75,1060.346,3329.9089999999997,12,0,2370.221418312315,5913.473399999999,7137835,307,9.834999999999999,86171,0,5,57436,2026-05-21T20:45:36.398Z,
jennikayne_desktop_baseline_6,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,6,0.75,1052.0295,3199.916,15,0,2500.502535816687,6964.355974999999,7254325,306,9.783999999999995,86273,117253,5,57182,2026-05-21T20:46:33.625Z,
jennikayne_desktop_blocked_6,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,6,0.74,1103.3380000000002,3238.1980000000003,5,0,2642.071714580882,5932.707000000003,7135266,308,36.635999999999996,86331,0,5,57111,2026-05-21T20:47:30.753Z,
jennikayne_desktop_baseline_7,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,7,0.74,1114.1780000000003,3354.1630000000005,65.49999999999977,0,2482.7200758118797,6033.0149999999985,7255805,309,8.807,86287,117251,5,57591,2026-05-21T20:48:28.359Z,
jennikayne_desktop_blocked_7,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,7,0.75,1021.9955,3379.6054999999988,64,0.000259,2295.034483265297,5949.175249999997,7136979,308,9.070999999999998,86266,0,5,57646,2026-05-21T20:49:26.024Z,
jennikayne_desktop_baseline_8,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,8,0.75,957.834,3186.786,44,0,2792.9981776970044,4717.8728,7254070,310,7.0699999999999985,86474,117282,5,57644,2026-05-21T20:50:23.682Z,
jennikayne_desktop_blocked_8,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,8,0.73,1072.1059999999998,3280.293,55,0,2798.8981803370225,5922.2100500000015,7138987,309,8.427,86450,0,5,58336,2026-05-21T20:51:22.060Z,
jennikayne_desktop_baseline_9,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,9,0.74,1044.5668999999998,3312.7901000000006,56,0,2739.213604668126,6110.744919999999,7058294,309,10.316000000000003,86456,117285,5,57551,2026-05-21T20:52:19.626Z,
jennikayne_desktop_blocked_9,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,9,0.75,984.3004999999999,3214.0539999999987,16,0,2549.5435986668904,7457.661999999999,7126163,350,10.966999999999999,86274,0,5,57838,2026-05-21T20:53:17.479Z,
jennikayne_desktop_baseline_10,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,baseline,10,0.74,1046.8558,3356.8354,40.999999999999545,0,2614.6468697963123,6042.392790000002,7048829,309,9.411999999999999,86274,117267,5,57331,2026-05-21T20:54:14.825Z,
jennikayne_desktop_blocked_10,jennikayne,Attentive+Klaviyo,https://jennikayne.com,desktop,blocked,10,0.75,996.4640999999999,3312.940400000001,59.999999999999545,0,2324.6677017727834,6018.488144999998,6932445,308,8.631000000000002,86587,0,5,57224,2026-05-21T20:55:12.063Z,
liquiddeath_mobile_baseline_1,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,1,0.44,2962.4930000000004,9105.550500000001,653.5,0.044617000000000004,13271.253473110386,30476.220574000006,6998183,377,109.14599999999999,174104,1003767,61,23552,2026-05-21T20:55:35.656Z,
liquiddeath_mobile_blocked_1,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,1,0.49,2953.20915,8877.1922,474,0.037533,11100.197149532505,23309.922920000005,5758659,287,7.17,175553,0,5,20698,2026-05-21T20:55:56.368Z,
liquiddeath_mobile_baseline_2,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,2,0.4,2961.776500000001,8592.731999999998,881.5000000000036,0.038586999999999996,12173.584579933728,26179.2402,6890133,327,9.405000000000001,175477,780547,54,26452,2026-05-21T20:56:22.829Z,
liquiddeath_mobile_blocked_2,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,2,0.5,2956.182,8416.036,523.3540000000005,0.038183,7778.109735654809,21220.169850000002,5819072,259,7.164000000000001,175587,0,5,22990,2026-05-21T20:56:45.851Z,
liquiddeath_mobile_baseline_3,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,3,0.43,3169.7,8863.851,670.5,0.037950000000000005,11703.94320072409,27980.951900000007,6772184,313,7.494,175474,780850,55,24847,2026-05-21T20:57:10.710Z,
liquiddeath_mobile_blocked_3,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,3,0.46,2953.0279499999997,8283.3709,626.9401499999981,0.039577,9615.938142819003,21720.738254999997,5916006,262,7.928000000000001,175479,0,5,18379,2026-05-21T20:57:29.100Z,
liquiddeath_mobile_baseline_4,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,4,0.43,3065.685,13097.310000000005,766.2269999999999,0.038053000000000003,8998.86882767873,25843.403600000012,6526411,289,7.780000000000001,175587,611565,32,20560,2026-05-21T20:57:49.672Z,
liquiddeath_mobile_blocked_4,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,4,0.47,3182.3416,13238.959599999998,529,0.038220000000000004,10160.132073161156,22423.411339999995,5918707,261,8.454,175588,0,5,18662,2026-05-21T20:58:08.344Z,
liquiddeath_mobile_baseline_5,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,5,0.41,2984.3057499999995,9987.899000000001,810.5,0.040466999999999996,12048.261187286018,27237.744599999995,6891605,328,8.303,175472,781086,55,22214,2026-05-21T20:58:30.568Z,
liquiddeath_mobile_blocked_5,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,5,0.49,2956.5593500000004,8727.665400000002,540.5189499999999,0.039499000000000006,7847.485576645122,20564.40563500001,5810252,253,5.954,175526,0,5,18593,2026-05-21T20:58:49.172Z,
liquiddeath_mobile_baseline_6,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,6,0.44,2969.683,8099.028499999998,723.9999999999998,0.038471,9231.536431413651,23872.535500000005,6516594,287,7.7669999999999995,175473,609848,31,25387,2026-05-21T20:59:14.587Z,
liquiddeath_mobile_blocked_6,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,6,0.5,2972.6039999999994,8883.963,499.81899999999996,0.039474999999999996,7744.190086106468,20906.71529999999,5817224,255,6.411,175584,0,5,22556,2026-05-21T20:59:37.154Z,
liquiddeath_mobile_baseline_7,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,7,0.45,3160.1485,8396.068499999998,604.4999999999977,0.041500999999999996,11689.122100445466,24610.034699999993,6779766,311,6.533,175475,784134,55,21483,2026-05-21T20:59:58.646Z,
liquiddeath_mobile_blocked_7,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,7,0.47,2961.1220000000003,8423.32,559.6979999999999,0.039521,10588.757656015103,21207.020000000004,5925511,262,8.184,175479,0,5,19139,2026-05-21T21:00:17.835Z,
liquiddeath_mobile_baseline_8,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,8,0.38,2991.7415,8471.315,1032.9999999999982,0.043698,12426.721629123676,28360.785839999982,6896793,329,7.536,175592,787213,56,31690,2026-05-21T21:00:49.551Z,
liquiddeath_mobile_blocked_8,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,8,0.46,2992.5187,12940.066400000005,602.4999999999982,0.037545999999999996,9708.968412614275,22299.240850000006,5918508,262,7.507999999999999,175465,0,5,18514,2026-05-21T21:01:08.076Z,
liquiddeath_mobile_baseline_9,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,9,0.41,2977.0862499999994,9495.546499999997,799,0.040797,12220.820128778463,26436.101099999993,6768650,310,6.719,175587,780878,55,25224,2026-05-21T21:01:33.318Z,
liquiddeath_mobile_blocked_9,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,9,0.49,3177.7626,9607.1986,455.5,0.03511,9900.707406205573,21994.430399999997,5915875,261,7.449,175474,0,5,23121,2026-05-21T21:01:56.452Z,
liquiddeath_mobile_baseline_10,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,baseline,10,0.47,3148.962,8712.631000000001,584.1954999999998,0.038847,8741.084288659964,23304.703650000018,6523861,291,7.288,175480,611441,32,20337,2026-05-21T21:02:16.799Z,
liquiddeath_mobile_blocked_10,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,mobile,blocked,10,0.53,3151.136299999999,8644.492499999998,378,0.036581,8083.134819164379,21266.594629999996,5826752,258,8.175,175596,0,5,22582,2026-05-21T21:02:39.408Z,
liquiddeath_desktop_baseline_1,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,1,0.79,722.7929999999999,2320.096,17,0.020982999999999998,4221.754412549298,4274.862000000003,9263915,327,7.358,175513,780959,54,22713,2026-05-21T21:03:02.134Z,
liquiddeath_desktop_blocked_1,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,1,0.76,715.6096,2733.4128499999997,4.5,0.020267,3696.774501227663,4953.514989999999,8274448,261,7.5009999999999994,175509,0,5,21365,2026-05-21T21:03:23.512Z,
liquiddeath_desktop_baseline_2,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,2,0.77,723.941,2526.1839999999993,5,0.020711,4073.0172121224878,4362.107099999999,9259146,327,7.581,175474,780796,54,22748,2026-05-21T21:03:46.270Z,
liquiddeath_desktop_blocked_2,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,2,0.75,707.6696000000001,3796.8337500000007,1.5,0.020114999999999997,2138.863013127384,4313.484125000002,8185397,257,6.975,175478,0,5,27236,2026-05-21T21:04:13.518Z,
liquiddeath_desktop_baseline_3,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,3,0.74,666.7273,3046.8450000000003,3.5,0.022826,4163.2508595017,4231.0194,9264281,328,6.860000000000001,175642,780863,55,32673,2026-05-21T21:04:46.206Z,
liquiddeath_desktop_blocked_3,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,3,0.78,702.5454000000001,2610.3622999999993,9,0.020285,2946.122969814708,4419.501854999999,8293135,262,6.016,175480,0,5,21181,2026-05-21T21:05:07.400Z,
liquiddeath_desktop_baseline_4,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,4,0.71,718.3643,3580.706,24.499999999999545,0.021001,4222.631005052818,5689.4845000000005,9261962,329,7.942,175536,781053,55,21953,2026-05-21T21:05:29.363Z,
liquiddeath_desktop_blocked_4,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,4,0.87,728.0070000000001,1497.3100000000002,8,0.020179,3033.7151341301897,4865.26,8291385,262,7.286,175517,0,5,20770,2026-05-21T21:05:50.146Z,
liquiddeath_desktop_baseline_5,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,5,0.77,732.4275,2448.321,0.5,0.020509,4797.249523833783,4462.371,9355136,371,7.161,175464,1001352,62,30293,2026-05-21T21:06:20.449Z,
liquiddeath_desktop_blocked_5,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,5,0.71,721.7856000000002,3748.6237321487433,2.5,0.020319999999999998,3486.554799571296,4398.857829999998,8126098,289,14.242,175553,0,5,21734,2026-05-21T21:06:42.201Z,
liquiddeath_desktop_baseline_6,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,6,0.78,722.932,2384.3334999999997,15.5,0.020619,3951.439803166716,4373.464499999998,9043013,351,6.667,175489,812033,37,25032,2026-05-21T21:07:07.247Z,
liquiddeath_desktop_blocked_6,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,6,0.83,714.3992,2372.5513000000005,2.5,0.019843999999999997,2157.4937673275194,2970.2103950000005,8195671,255,6.367000000000001,175487,0,5,21054,2026-05-21T21:07:28.318Z,
liquiddeath_desktop_baseline_7,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,7,0.72,724.586,3497.5640000000008,0,0.021596,4140.934966036917,3614.921200000001,9146709,311,7.314000000000001,175567,780956,55,23003,2026-05-21T21:07:51.331Z,
liquiddeath_desktop_blocked_7,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,7,0.77,722.4939000000002,3279.424582148743,16,0.019898,2151.528486431387,4161.937000000002,8193614,259,7.327,175527,0,5,25470,2026-05-21T21:08:16.819Z,
liquiddeath_desktop_baseline_8,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,8,0.71,718.5964999999999,3529.8959999999993,4,0.020620999999999997,4052.9846939887257,4234.855599999999,9155579,314,7.296999999999999,175471,783686,55,20817,2026-05-21T21:08:37.646Z,
liquiddeath_desktop_blocked_8,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,8,0.75,715.7625,3529.8194999999996,0,0.019789,2280.398385886605,3647.04475,8196774,260,7.688,175475,0,5,25685,2026-05-21T21:09:03.343Z,
liquiddeath_desktop_baseline_9,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,9,0.76,710.6002000000001,2711.3059999999996,4,0.020562,4244.5539640048755,4272.162850000001,9261359,328,7.934,175658,780839,55,28264,2026-05-21T21:09:31.618Z,
liquiddeath_desktop_blocked_9,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,blocked,9,0.83,745.017,2329.4780000000005,17.5,0.020451,2252.4509836903594,4047.350000000002,8187655,256,6.067,175642,0,5,31214,2026-05-21T21:10:02.844Z,
liquiddeath_desktop_baseline_10,liquiddeath,Rebuy+Klaviyo,https://liquiddeath.com,desktop,baseline,10,0.78,778.1754999999998,2311.9279999999994,0.5,0.020991999999999997,4231.121518365275,2990.848,9153677,313,6.194,175550,780940,55,21297,2026-05-21T21:10:24.155Z,
